Method,Approach,Solver,Objective,Time,Status,User_time,NT
MINLP,bigm,scip,2.815267014,901.3079998,optimal,NA,17
MINLP,hull,scip,2.815267333,901.0830004,optimal,NA,17
MINLP,bigm,dicopt,3.506004043,1.059000241,optimal,NA,17
MINLP,hull,dicopt,2.815267333,168.7150003,optimal,NA,17
MINLP,bigm,sbb,2.815267334,112.4719998,optimal,NA,17
MINLP,hull,sbb,2.815267269,12.09800004,optimal,NA,17
MINLP,bigm,knitro,2.815267326,54.73999993,optimal,NA,17
MINLP,hull,knitro,2.815267338,32.39000046,optimal,NA,17
GDPopt,LOA,knitro,2.847894632,133.4871184,optimal,NA,17
GDPopt,GLOA,knitro,2.847894632,227.939277,optimal,NA,17
GDPopt,LBB,knitro,9.894736842,900.2531545,maxTimeLimit,NA,17
GDPopt,LOA,baron,3.356163998,4.581768573,optimal,NA,17
GDPopt,GLOA,baron,2.815263308,901.4078666,maxTimeLimit,NA,17
GDPopt,LBB,baron,9.894736842,900.2096431,maxTimeLimit,NA,17
D-SDA_MIP_bigm,k=Infinity,knitro,2.815267338,28.01,optimal,2.536999667,17
D-SDA_MIP_hull,k=Infinity,knitro,2.815267338,42.56,optimal,2.17800003,17
D-SDA_MIP_bigm,k=2,knitro,3.130198125,10.02,optimal,0.603000401,17
D-SDA_MIP_hull,k=2,knitro,3.130198133,15.36,optimal,0.291000609,17
D-SDA_MIP_bigm,k=Infinity,baron,2.873140018,900.62,maxTimeLimit,884.7710012,17
D-SDA_MIP_hull,k=Infinity,baron,2.889536968,900.86,maxTimeLimit,877.7550006,17
D-SDA_MIP_bigm,k=2,baron,3.130198028,134.33,optimal,124.8519989,17
D-SDA_MIP_hull,k=2,baron,3.130198133,693.64,optimal,678.7409995,17
MINLP,bigm,antigone,9.894736842,0.112999789,infeasible,NA,18
MINLP,hull,antigone,2.966047072,899.9819999,optimal,NA,18
MINLP,bigm,baron,2.809388423,900.0060002,optimal,NA,18
MINLP,hull,baron,2.809388537,900.0779999,optimal,NA,18
MINLP,bigm,scip,2.809388198,901.2520003,optimal,NA,18
MINLP,hull,scip,2.809388527,900.9210004,optimal,NA,18
MINLP,bigm,dicopt,2.809388528,258.8380002,optimal,NA,18
MINLP,hull,dicopt,2.809388521,335.1500002,optimal,NA,18
MINLP,bigm,sbb,2.809388537,640.7970002,optimal,NA,18
MINLP,hull,sbb,2.809388528,790.233,optimal,NA,18
MINLP,bigm,knitro,2.809388526,161.6279996,optimal,NA,18
MINLP,hull,knitro,2.809388538,13.8340001,optimal,NA,18
GDPopt,LOA,knitro,9.894736975,275.7601792,optimal,NA,18
GDPopt,GLOA,knitro,9.894736975,274.6194132,optimal,NA,18
GDPopt,LBB,knitro,9.894736842,900.2475959,maxTimeLimit,NA,18
GDPopt,LOA,baron,3.407906187,6.089390054,optimal,NA,18
GDPopt,GLOA,baron,2.80938225,900.0974182,maxTimeLimit,NA,18
GDPopt,LBB,baron,9.894736842,900.2987322,maxTimeLimit,NA,18
D-SDA_MIP_bigm,k=Infinity,knitro,2.809388526,31.33,optimal,2.231000271,18
D-SDA_MIP_hull,k=Infinity,knitro,3.130198134,38.82,optimal,3.165001818,18
D-SDA_MIP_bigm,k=2,knitro,9.894736842,4.97,optimal,1.454999903,18
D-SDA_MIP_hull,k=2,knitro,3.130198133,16.63,optimal,0.307000824,18
D-SDA_MIP_bigm,k=Infinity,baron,2.909533261,900.69,maxTimeLimit,886.1189998,18
D-SDA_MIP_hull,k=Infinity,baron,2.909533262,900.92,maxTimeLimit,878.0510015,18
D-SDA_MIP_bigm,k=2,baron,3.130187909,221.66,optimal,207.3440002,18
D-SDA_MIP_hull,k=2,baron,3.130198133,697.79,optimal,681.5500009,18
MINLP,bigm,antigone,9.894736842,0.111000077,infeasible,NA,19
MINLP,hull,antigone,2.966047072,899.7440001,optimal,NA,19
MINLP,bigm,baron,2.803110782,900.0130001,optimal,NA,19
MINLP,hull,baron,2.804132826,900.0900001,optimal,NA,19
MINLP,bigm,scip,2.804132515,901.42,optimal,NA,19
MINLP,hull,scip,2.804132822,901.0289999,optimal,NA,19
MINLP,bigm,dicopt,2.804132788,300.0159999,optimal,NA,19
MINLP,hull,dicopt,2.804132826,541.5870003,optimal,NA,19
MINLP,bigm,sbb,2.804132819,602.4119998,optimal,NA,19
MINLP,hull,sbb,2.804132826,15.98299958,optimal,NA,19
MINLP,bigm,knitro,2.804132815,90.14700023,optimal,NA,19
MINLP,hull,knitro,2.804132826,20.55699974,optimal,NA,19
GDPopt,LOA,knitro,9.894736984,341.6867934,optimal,NA,19
GDPopt,GLOA,knitro,9.894736984,341.0551214,optimal,NA,19
GDPopt,LBB,knitro,9.894736842,900.2441208,maxTimeLimit,NA,19
GDPopt,LOA,baron,3.479884124,5.020686837,optimal,NA,19
GDPopt,GLOA,baron,2.804132271,905.8637406,maxTimeLimit,NA,19
GDPopt,LBB,baron,9.894736842,900.2488026,maxTimeLimit,NA,19
D-SDA_MIP_bigm,k=Infinity,knitro,2.804132826,35.39,optimal,2.591001964,19
D-SDA_MIP_hull,k=Infinity,knitro,3.130198134,43.4,optimal,4.619999835,19
D-SDA_MIP_bigm,k=2,knitro,9.894736842,5.36,optimal,1.535000349,19
D-SDA_MIP_hull,k=2,knitro,3.130198133,18.04,optimal,0.277000107,19
D-SDA_MIP_bigm,k=Infinity,baron,2.873140062,900.71,maxTimeLimit,881.9840004,19
D-SDA_MIP_hull,k=Infinity,baron,2.934405101,901.04,maxTimeLimit,878.5040002,19
D-SDA_MIP_bigm,k=2,baron,3.130152475,256.63,optimal,240.9929998,19
D-SDA_MIP_hull,k=2,baron,3.130198133,901.11,maxTimeLimit,883.3629999,19
MINLP,bigm,antigone,9.894736842,0.118999556,infeasible,NA,20
MINLP,hull,antigone,3.007277974,899.9009999,optimal,NA,20
MINLP,bigm,baron,2.799406425,900.0770004,optimal,NA,20
MINLP,hull,baron,2.799406348,900.0760002,optimal,NA,20
MINLP,bigm,scip,2.799406091,903.3979999,optimal,NA,20
MINLP,hull,scip,2.799406415,901.6230001,optimal,NA,20
MINLP,bigm,dicopt,2.799406427,194.0939998,optimal,NA,20
MINLP,hull,dicopt,2.799406425,901.3569999,optimal,NA,20
MINLP,bigm,sbb,2.799406417,779.9609997,optimal,NA,20
MINLP,hull,sbb,2.799406458,888.9629997,optimal,NA,20
MINLP,bigm,knitro,2.799406413,70.02100046,optimal,NA,20
MINLP,hull,knitro,2.799406425,26.77399982,optimal,NA,20
GDPopt,LOA,knitro,9.894736992,420.6840924,optimal,NA,20
GDPopt,GLOA,knitro,9.894736992,419.7946108,optimal,NA,20
GDPopt,LBB,knitro,9.894736842,900.168939,maxTimeLimit,NA,20
GDPopt,LOA,baron,3.479868243,10.52060715,optimal,NA,20
GDPopt,GLOA,baron,2.799405336,900.3025879,maxTimeLimit,NA,20
GDPopt,LBB,baron,9.894736842,900.1708683,maxTimeLimit,NA,20
D-SDA_MIP_bigm,k=Infinity,knitro,2.799406416,38.4,optimal,1.083998848,20
D-SDA_MIP_hull,k=Infinity,knitro,3.130198134,50.71,optimal,8.677001065,20
D-SDA_MIP_bigm,k=2,knitro,3.130198133,12.44,optimal,0.387999555,20
D-SDA_MIP_hull,k=2,knitro,3.130198133,19.6,optimal,0.286001014,20
D-SDA_MIP_bigm,k=Infinity,baron,2.889533959,900.76,maxTimeLimit,882.2150002,20
D-SDA_MIP_hull,k=Infinity,baron,2.909533262,901.05,maxTimeLimit,874.0800017,20
D-SDA_MIP_bigm,k=2,baron,3.130197959,169.84,optimal,157.7589996,20
D-SDA_MIP_hull,k=2,baron,3.130198133,758.93,optimal,739.6249996,20
MINLP,bigm,antigone,9.894736841,0.122000067,infeasible,NA,21
MINLP,hull,antigone,3.007277974,899.5990005,optimal,NA,21
MINLP,bigm,baron,2.795133311,900.0149998,optimal,NA,21
MINLP,hull,baron,2.795133416,900.0879997,optimal,NA,21
MINLP,bigm,scip,2.795133111,901.2199998,optimal,NA,21
MINLP,hull,scip,2.795133413,900.8540003,optimal,NA,21
MINLP,bigm,dicopt,2.795133407,713.814,optimal,NA,21
MINLP,hull,dicopt,2.795133412,901.8700001,optimal,NA,21
MINLP,bigm,sbb,2.79513341,827.7739997,optimal,NA,21
MINLP,hull,sbb,2.795133414,38.14800018,optimal,NA,21
MINLP,bigm,knitro,2.795133404,261.0059998,optimal,NA,21
MINLP,hull,knitro,2.795133416,33.15200033,optimal,NA,21
GDPopt,LOA,knitro,9.894737,493.3492976,optimal,NA,21
GDPopt,GLOA,knitro,9.894737,493.8269228,optimal,NA,21
GDPopt,LBB,knitro,9.894736841,900.2142776,maxTimeLimit,NA,21
GDPopt,LOA,baron,2.859465359,7.981261426,optimal,NA,21
GDPopt,GLOA,baron,2.795131564,900.3007865,maxTimeLimit,NA,21
GDPopt,LBB,baron,9.894736841,900.2434597,maxTimeLimit,NA,21
D-SDA_MIP_bigm,k=Infinity,knitro,2.795133416,43.29,optimal,1.695000613,21
D-SDA_MIP_hull,k=Infinity,knitro,2.795133416,70.94,optimal,4.846998327,21
D-SDA_MIP_bigm,k=2,knitro,3.130198125,13.98,optimal,0.893000839,21
D-SDA_MIP_hull,k=2,knitro,3.130198133,20.93,optimal,0.288000097,21
D-SDA_MIP_bigm,k=Infinity,baron,2.889536766,900.79,maxTimeLimit,880.8799988,21
D-SDA_MIP_hull,k=Infinity,baron,2.934350186,901.21,maxTimeLimit,874.9279993,21
D-SDA_MIP_bigm,k=2,baron,3.130144696,247.63,optimal,229.6140011,21
D-SDA_MIP_hull,k=2,baron,3.130198133,901.07,maxTimeLimit,880.4870002,21
MINLP,bigm,antigone,9.894736842,0.145000219,infeasible,NA,22
MINLP,hull,antigone,3.007277974,899.4219999,optimal,NA,22
MINLP,bigm,baron,2.791251681,900.0060002,optimal,NA,22
MINLP,hull,baron,2.791248965,900.0200001,optimal,NA,22
MINLP,bigm,scip,2.791251368,902.0330002,optimal,NA,22
MINLP,hull,scip,2.799404576,901.4109997,optimal,NA,22
MINLP,bigm,dicopt,2.791251292,818.364,optimal,NA,22
MINLP,hull,dicopt,2.934405333,900.3260001,optimal,NA,22
MINLP,bigm,sbb,2.791251587,900.1210003,optimal,NA,22
MINLP,hull,sbb,2.791251699,38.2089999,optimal,NA,22
MINLP,bigm,knitro,2.791251691,270.651,optimal,NA,22
MINLP,hull,knitro,2.909533262,54.59800023,optimal,NA,22
GDPopt,LOA,knitro,9.89473687,604.7439355,optimal,NA,22
GDPopt,GLOA,knitro,9.89473687,604.9407374,optimal,NA,22
GDPopt,LBB,knitro,9.894736842,900.1516167,maxTimeLimit,NA,22
GDPopt,LOA,baron,2.791251592,16.07256526,optimal,NA,22
GDPopt,GLOA,baron,2.791251592,900.3283209,maxTimeLimit,NA,22
GDPopt,LBB,baron,9.894736842,900.151915,maxTimeLimit,NA,22
D-SDA_MIP_bigm,k=Infinity,knitro,2.791251687,47.98,optimal,1.139998971,22
D-SDA_MIP_hull,k=Infinity,knitro,2.791251699,78.37,optimal,3.65899934,22
D-SDA_MIP_bigm,k=2,knitro,3.130198125,14.3,optimal,0.267000287,22
D-SDA_MIP_hull,k=2,knitro,3.130198132,22.98,optimal,0.566000375,22
D-SDA_MIP_bigm,k=Infinity,baron,2.889536757,900.84,maxTimeLimit,879.2759998,22
D-SDA_MIP_hull,k=Infinity,baron,2.934368989,901.17,maxTimeLimit,872.8839995,22
D-SDA_MIP_bigm,k=2,baron,3.130180721,163.93,optimal,149.9289991,22
D-SDA_MIP_hull,k=2,baron,3.130198133,901.08,maxTimeLimit,881.6449998,22
MINLP,bigm,antigone,9.894736842,0.161000434,infeasible,NA,23
MINLP,hull,antigone,3.007277974,899.6319999,optimal,NA,23
MINLP,bigm,baron,2.787709979,900.0090001,optimal,NA,23
MINLP,hull,baron,2.787709991,900.0249997,optimal,NA,23
MINLP,bigm,scip,2.787709683,901.1609998,optimal,NA,23
MINLP,hull,scip,2.795131569,901.1920001,optimal,NA,23
MINLP,bigm,dicopt,2.787709925,716.3559999,optimal,NA,23
MINLP,hull,dicopt,2.791251686,901.3269999,optimal,NA,23
MINLP,bigm,sbb,2.787709985,900.1180004,optimal,NA,23
MINLP,hull,sbb,2.787709906,55.95399959,optimal,NA,23
MINLP,bigm,knitro,2.787709982,199.7670001,optimal,NA,23
MINLP,hull,knitro,2.791251699,97.34699952,optimal,NA,23
GDPopt,LOA,knitro,9.894736857,731.8833114,optimal,NA,23
GDPopt,GLOA,knitro,9.894736857,729.7508782,optimal,NA,23
GDPopt,LBB,knitro,9.894736842,900.1813263,maxTimeLimit,NA,23
GDPopt,LOA,baron,3.546165613,5.218345441,optimal,NA,23
GDPopt,GLOA,baron,2.787709885,900.8315388,maxTimeLimit,NA,23
GDPopt,LBB,baron,9.894736842,900.171025,maxTimeLimit,NA,23
D-SDA_MIP_bigm,k=Infinity,knitro,2.787709978,53.46,optimal,1.532997494,23
D-SDA_MIP_hull,k=Infinity,knitro,2.787709991,89.46,optimal,5.92800295,23
D-SDA_MIP_bigm,k=2,knitro,3.130198133,15.61,optimal,0.568999629,23
D-SDA_MIP_hull,k=2,knitro,3.130198133,24.27,optimal,0.297000376,23
D-SDA_MIP_bigm,k=Infinity,baron,2.873106103,900.88,maxTimeLimit,875.868,23
D-SDA_MIP_hull,k=Infinity,baron,2.934266524,901.24,maxTimeLimit,870.8780005,23
D-SDA_MIP_bigm,k=2,baron,3.130196149,174.43,optimal,159.4519999,23
D-SDA_MIP_hull,k=2,baron,3.130198133,803.54,optimal,779.6430001,23
MINLP,bigm,antigone,9.894736842,0.152000156,infeasible,NA,24
MINLP,hull,antigone,2.966047072,899.9669998,optimal,NA,24
MINLP,bigm,baron,2.784465505,900.075,optimal,NA,24
MINLP,hull,baron,2.784465575,900.097,optimal,NA,24
MINLP,bigm,scip,2.784465271,901.486,optimal,NA,24
MINLP,hull,scip,2.784465569,901.0579999,optimal,NA,24
MINLP,bigm,dicopt,2.787709974,903.1080001,optimal,NA,24
MINLP,hull,dicopt,2.787709991,901.2599997,optimal,NA,24
MINLP,bigm,sbb,2.78446558,900.1209997,optimal,NA,24
MINLP,hull,sbb,2.784465576,45.66399995,optimal,NA,24
MINLP,bigm,knitro,2.799406413,86.85400046,optimal,NA,24
MINLP,hull,knitro,2.784465576,56.46200012,optimal,NA,24
GDPopt,LOA,knitro,9.894736871,874.6073667,optimal,NA,24
GDPopt,GLOA,knitro,9.894736871,872.6913755,optimal,NA,24
GDPopt,LBB,knitro,9.894736842,900.1668103,maxTimeLimit,NA,24
GDPopt,LOA,baron,3.575646407,11.68978878,optimal,NA,24
GDPopt,GLOA,baron,2.784459056,903.4442474,maxTimeLimit,NA,24
GDPopt,LBB,baron,9.894736842,900.1736506,maxTimeLimit,NA,24
D-SDA_MIP_bigm,k=Infinity,knitro,2.784465576,59.2,optimal,1.22600107,24
D-SDA_MIP_hull,k=Infinity,knitro,3.130198134,63.65,optimal,7.324998616,24
D-SDA_MIP_bigm,k=2,knitro,3.130198125,17.41,optimal,1.295000268,24
D-SDA_MIP_hull,k=2,knitro,3.130198133,26.36,optimal,0.756000099,24
D-SDA_MIP_bigm,k=Infinity,baron,2.889536753,900.54,maxTimeLimit,875.9009999,24
D-SDA_MIP_hull,k=Infinity,baron,2.934374727,901.32,maxTimeLimit,868.6890005,24
D-SDA_MIP_bigm,k=2,baron,3.130149235,283.12,optimal,260.6849997,24
D-SDA_MIP_hull,k=2,baron,3.130198133,847.31,optimal,821.6019998,24
MINLP,bigm,antigone,9.894736842,0.155000039,infeasible,NA,25
MINLP,hull,antigone,2.934405103,899.8189997,optimal,NA,25
MINLP,bigm,baron,2.781482508,900.0100002,optimal,NA,25
MINLP,hull,baron,2.781482593,900.0800002,optimal,NA,25
MINLP,bigm,scip,2.781482273,901.6419995,optimal,NA,25
MINLP,hull,scip,2.784463788,901.6530002,optimal,NA,25
MINLP,bigm,dicopt,2.784465533,903.3300002,optimal,NA,25
MINLP,hull,dicopt,2.799406421,901.2850002,optimal,NA,25
MINLP,bigm,sbb,2.781482421,900.141,optimal,NA,25
MINLP,hull,sbb,2.781482588,49.77400017,optimal,NA,25
MINLP,bigm,knitro,2.781482581,91.3660001,optimal,NA,25
MINLP,hull,knitro,2.781482593,80.14300035,optimal,NA,25
GDPopt,LOA,knitro,9.894736987,903.3945474,maxTimeLimit,NA,25
GDPopt,GLOA,knitro,9.894736987,901.3454703,maxTimeLimit,NA,25
GDPopt,LBB,knitro,9.894736842,900.1582633,maxTimeLimit,NA,25
GDPopt,LOA,baron,3.575631376,12.64803315,optimal,NA,25
GDPopt,GLOA,baron,2.781482553,900.3273579,maxTimeLimit,NA,25
GDPopt,LBB,baron,9.894736842,900.1878564,maxTimeLimit,NA,25
D-SDA_MIP_bigm,k=Infinity,knitro,2.781482584,64.31,optimal,1.3080006,25
D-SDA_MIP_hull,k=Infinity,knitro,2.781482593,106.19,optimal,4.620001093,25
D-SDA_MIP_bigm,k=2,knitro,3.130198125,17.75,optimal,0.835999916,25
D-SDA_MIP_hull,k=2,knitro,3.130198133,27.42,optimal,0.299998373,25
D-SDA_MIP_bigm,k=Infinity,baron,2.889534848,900.98,maxTimeLimit,875.0550002,25
D-SDA_MIP_hull,k=Infinity,baron,2.934405103,901.4,maxTimeLimit,866.8419997,25
D-SDA_MIP_bigm,k=2,baron,3.130170284,270.26,optimal,246.8079992,25
D-SDA_MIP_hull,k=2,baron,3.130198133,901.35,maxTimeLimit,877.6509986,25
D-SDA,k=Infinity,knitro,3.062014577,1.37,optimal,0.252999784,5
D-SDA,k=2,knitro,3.130198133,0.98,optimal,0.282000331,5
D-SDA,k=Infinity,baron,3.06201035,5.64,optimal,4.746999498,5
D-SDA,k=2,baron,3.130177879,8.6,optimal,7.863000501,5
D-SDA,k=Infinity,knitro,3.007277974,1.38,optimal,0.309000537,6
D-SDA,k=2,knitro,3.130198154,1.13,optimal,0.292999065,6
D-SDA,k=Infinity,baron,3.007277631,7.1,optimal,5.946000363,6
D-SDA,k=2,baron,3.130166104,10.85,optimal,9.951000265,6
D-SDA,k=Infinity,knitro,3.13019817,1.76,optimal,0.380000705,7
D-SDA,k=2,knitro,3.13019817,1.19,optimal,0.24799956,7
D-SDA,k=Infinity,baron,2.966047072,14.88,optimal,13.53100059,7
D-SDA,k=2,baron,3.130147399,13.91,optimal,12.46399961,7
D-SDA,k=Infinity,knitro,2.934405117,2.06,optimal,0.460999436,8
D-SDA,k=2,knitro,3.130198133,1.4,optimal,0.349999988,8
D-SDA,k=Infinity,baron,2.934403385,14.29,optimal,12.57900037,8
D-SDA,k=2,baron,3.130183423,13.75,optimal,12.18200116,8
D-SDA,k=Infinity,knitro,2.909533269,2.37,optimal,0.457000011,9
D-SDA,k=2,knitro,3.130198134,1.57,optimal,0.332999602,9
D-SDA,k=Infinity,baron,2.909533194,25.89,optimal,23.96399947,9
D-SDA,k=2,baron,3.130176628,11.98,optimal,10.71200059,9
D-SDA,k=Infinity,knitro,2.889536946,2.71,optimal,0.449000532,10
D-SDA,k=2,knitro,3.130198038,1.47,optimal,0.249998644,10
D-SDA,k=Infinity,baron,2.889535989,21.54,optimal,19.07600106,10
D-SDA,k=2,baron,3.130154435,13.22,optimal,11.27299948,10
D-SDA,k=Infinity,knitro,2.873140159,3.22,optimal,0.521000242,11
D-SDA,k=2,knitro,3.130198133,1.73,optimal,0.254000584,11
D-SDA,k=Infinity,baron,2.873140225,28.93,optimal,26.10599839,11
D-SDA,k=2,baron,3.130179219,15.35,optimal,13.33700018,11
D-SDA,k=Infinity,knitro,2.859465541,3.87,optimal,0.718000531,12
D-SDA,k=2,knitro,3.130198133,1.84,optimal,0.34400085,12
D-SDA,k=Infinity,baron,2.859464777,72.67,optimal,69.47099967,12
D-SDA,k=2,baron,3.130198133,10.8,optimal,9.184999717,12
D-SDA,k=Infinity,knitro,2.847894615,4.26,optimal,0.625000382,13
D-SDA,k=2,knitro,3.13019813,1.9,optimal,0.267999829,13
D-SDA,k=Infinity,baron,2.84789228,69.36,optimal,65.58399852,13
D-SDA,k=2,baron,3.130174373,16.65,optimal,14.2140008,13
D-SDA,k=Infinity,knitro,3.130198111,2.84,optimal,0.370000256,14
D-SDA,k=2,knitro,3.130198111,1.95,optimal,0.268998742,14
D-SDA,k=Infinity,baron,2.837976548,52.42,optimal,48.32600083,14
D-SDA,k=2,baron,3.130187212,13.87,optimal,11.70299991,14
D-SDA,k=Infinity,knitro,2.829394041,6.54,optimal,1.378001226,15
D-SDA,k=2,knitro,3.130198083,2.93,optimal,0.510999793,15
D-SDA,k=Infinity,baron,2.829388538,93.39,optimal,87.94199999,15
D-SDA,k=2,baron,3.130177357,14.74,optimal,12.58100008,15
D-SDA,k=Infinity,knitro,2.821886382,7.99,optimal,1.53399955,16
D-SDA,k=2,knitro,3.130198133,3.36,optimal,0.552000501,16
D-SDA,k=Infinity,baron,2.821878752,250.87,optimal,244.8190006,16
D-SDA,k=2,baron,3.130175654,15.82,optimal,13.79500036,16
D-SDA,k=Infinity,knitro,2.815267303,7.15,optimal,0.825999468,17
D-SDA,k=2,knitro,3.130198133,2.45,optimal,0.311000249,17
D-SDA,k=Infinity,baron,2.815266536,174.58,optimal,167.9490004,17
D-SDA,k=2,baron,3.130198133,14.39,optimal,11.93999948,17
D-SDA,k=Infinity,knitro,2.809388492,8.31,optimal,1.189001673,18
D-SDA,k=2,knitro,3.13019814,2.56,optimal,0.312999962,18
D-SDA,k=Infinity,baron,2.809386512,233.2,optimal,226.1769988,18
D-SDA,k=2,baron,3.130167687,14.65,optimal,11.0850001,18
D-SDA,k=Infinity,knitro,2.80413277,9.49,optimal,1.800000924,19
D-SDA,k=2,knitro,3.130198359,2.66,optimal,0.294000492,19
D-SDA,k=Infinity,baron,2.804129976,182.7,optimal,175.2410016,19
D-SDA,k=2,baron,3.130198133,11.91,optimal,9.484000434,19
D-SDA,k=Infinity,knitro,2.799406357,9.84,optimal,1.424999814,20
D-SDA,k=2,knitro,3.130198133,2.96,optimal,0.382999959,20
D-SDA,k=Infinity,baron,2.799406275,256.17,optimal,247.7140004,20
D-SDA,k=2,baron,3.130151324,19.52,optimal,15.89299869,20
D-SDA,k=Infinity,knitro,2.795133333,10.16,optimal,0.922000757,21
D-SDA,k=2,knitro,3.130198133,3.43,optimal,0.271999883,21
D-SDA,k=Infinity,baron,2.795133113,420.32,optimal,410.8620002,21
D-SDA,k=2,baron,3.130176054,15.73,optimal,11.84100208,21
D-SDA,k=Infinity,knitro,2.791251596,12.55,optimal,1.398000238,22
D-SDA,k=2,knitro,3.130198124,4,optimal,0.374999223,22
D-SDA,k=Infinity,baron,2.791251501,271.43,optimal,260.7549997,22
D-SDA,k=2,baron,3.130186258,20.01,optimal,15.92100095,22
D-SDA,k=Infinity,knitro,3.130198128,5.24,optimal,0.450000702,23
D-SDA,k=2,knitro,3.130198128,3.41,optimal,0.288000097,23
D-SDA,k=Infinity,baron,2.78770976,500.03,optimal,488.6229991,23
D-SDA,k=2,baron,3.130167708,17.54,optimal,13.24199906,23
D-SDA,k=Infinity,knitro,2.784465576,14.27,optimal,1.515000709,24
D-SDA,k=2,knitro,3.130198121,4.33,optimal,0.347000104,24
D-SDA,k=Infinity,baron,2.784458438,576.28,optimal,563.3850012,24
D-SDA,k=2,baron,3.130198133,16.52,optimal,13.16999998,24
D-SDA,k=Infinity,knitro,2.781482593,14.47,optimal,1.16899889,25
D-SDA,k=2,knitro,3.1301983,3.65,optimal,0.305000483,25
D-SDA,k=Infinity,baron,2.781481199,725.54,optimal,711.4320016,25
